latitude,longitude,geometry
-122.24819585953234,37.85446674749973,POINT (-122.24819585953234 37.85446674749973)
-122.25862129595734,37.85460163681373,POINT (-122.25862129595734 37.85460163681373)
-122.25772693307755,37.855454797916956,POINT (-122.25772693307755 37.855454797916956)
-122.31694717959911,37.865978826222346,POINT (-122.31694717959911 37.865978826222346)
-122.28639721057625,37.90060651677479,POINT (-122.28639721057625 37.90060651677479)
-122.23683862877193,37.85448198950481,POINT (-122.23683862877193 37.85448198950481)
-122.26441323039815,37.85480635545167,POINT (-122.26441323039815 37.85480635545167)
-122.26226332968379,37.85486593033362,POINT (-122.26226332968379 37.85486593033362)
-122.24652473558929,37.85485131750958,POINT (-122.24652473558929 37.85485131750958)
-122.24160767656056,37.85533028054998,POINT (-122.24160767656056 37.85533028054998)
-122.25877007220683,37.855324570361155,POINT (-122.25877007220683 37.855324570361155)
-122.24191913889358,37.85155377685646,POINT (-122.24191913889358 37.85155377685646)
-122.29231712047614,37.86969888059578,POINT (-122.29231712047614 37.86969888059578)
-122.24031518493902,37.853380822709376,POINT (-122.24031518493902 37.853380822709376)
-122.24737295728417,37.855490435375295,POINT (-122.24737295728417 37.855490435375295)
-122.23250619513904,37.85140897914926,POINT (-122.23250619513904 37.85140897914926)
-122.26286511874655,37.851669330608544,POINT (-122.26286511874655 37.851669330608544)
-122.2437926544758,37.8513674087666,POINT (-122.2437926544758 37.8513674087666)
-122.24385978828323,37.85179769185401,POINT (-122.24385978828323 37.85179769185401)
-122.26607031464341,37.852046158718544,POINT (-122.26607031464341 37.852046158718544)
-122.29994298600664,37.90141550887476,POINT (-122.29994298600664 37.90141550887476)
-122.26037063917919,37.851028629477874,POINT (-122.26037063917919 37.851028629477874)
-122.260237596107,37.852030604157186,POINT (-122.260237596107 37.852030604157186)
-122.25796108011089,37.851354568704274,POINT (-122.25796108011089 37.851354568704274)
-122.25833973064732,37.8531727093979,POINT (-122.25833973064732 37.8531727093979)
-122.25669065423801,37.8506970241309,POINT (-122.25669065423801 37.8506970241309)
-122.25722336728359,37.853316159829404,POINT (-122.25722336728359 37.853316159829404)
-122.22112088067738,37.85322093246078,POINT (-122.22112088067738 37.85322093246078)
-122.247919326643,37.84592160880372,POINT (-122.247919326643 37.84592160880372)
-122.30673683630575,37.83839921779915,POINT (-122.30673683630575 37.83839921779915)
-122.25504444194597,37.853600781647785,POINT (-122.25504444194597 37.853600781647785)
-122.235923481348,37.853567738439594,POINT (-122.235923481348 37.853567738439594)
-122.23338653995465,37.85268900682906,POINT (-122.23338653995465 37.85268900682906)
-122.23336938505783,37.852828678847736,POINT (-122.23336938505783 37.852828678847736)
-122.23174241667824,37.85302602887331,POINT (-122.23174241667824 37.85302602887331)
-122.23849534504097,37.85525484382364,POINT (-122.23849534504097 37.85525484382364)
-122.23232138489955,37.85134972352742,POINT (-122.23232138489955 37.85134972352742)
-122.2578149242656,37.855443809706465,POINT (-122.2578149242656 37.855443809706465)
-122.2539745728291,37.85374021240329,POINT (-122.2539745728291 37.85374021240329)
-122.22012498903435,37.85414382750992,POINT (-122.22012498903435 37.85414382750992)
-122.21966482710708,37.85425037907861,POINT (-122.21966482710708 37.85425037907861)
-122.22092762842757,37.85339902638199,POINT (-122.22092762842757 37.85339902638199)
-122.23206038539216,37.85359686625211,POINT (-122.23206038539216 37.85359686625211)
-122.23932545252394,37.855419785461535,POINT (-122.23932545252394 37.855419785461535)
-122.24720116124341,37.85155872134141,POINT (-122.24720116124341 37.85155872134141)
-122.29255151349116,37.8704153542938,POINT (-122.29255151349116 37.8704153542938)
-122.22292798555699,37.8512345440091,POINT (-122.22292798555699 37.8512345440091)
-122.23683862877193,37.85448198950481,POINT (-122.23683862877193 37.85448198950481)
-122.2188018542398,37.8545126406047,POINT (-122.2188018542398 37.8545126406047)
-122.21966482710708,37.85425037907861,POINT (-122.21966482710708 37.85425037907861)
-122.2673841241179,37.855180779804044,POINT (-122.2673841241179 37.855180779804044)
-122.245743929166,37.85084417823583,POINT (-122.245743929166 37.85084417823583)
-122.26454971205627,37.839512054771674,POINT (-122.26454971205627 37.839512054771674)
-122.26524076247989,37.83849769322611,POINT (-122.26524076247989 37.83849769322611)
-122.24225897235031,37.84922628500292,POINT (-122.24225897235031 37.84922628500292)
-122.23953086424356,37.84987346335867,POINT (-122.23953086424356 37.84987346335867)
-122.23968353474211,37.84896192623076,POINT (-122.23968353474211 37.84896192623076)
-122.25825286693852,37.8427241413718,POINT (-122.25825286693852 37.8427241413718)
-122.26537842229045,37.83679116357153,POINT (-122.26537842229045 37.83679116357153)
-122.26575224206626,37.8367756775373,POINT (-122.26575224206626 37.8367756775373)
-122.23994573376109,37.84945059311614,POINT (-122.23994573376109 37.84945059311614)
-122.22806103884423,37.84864729947211,POINT (-122.22806103884423 37.84864729947211)
-122.26029115660404,37.84185264141877,POINT (-122.26029115660404 37.84185264141877)
-122.24083829589522,37.84958392260831,POINT (-122.24083829589522 37.84958392260831)
-122.257754242531,37.84263414810694,POINT (-122.257754242531 37.84263414810694)
-122.25453030292492,37.843859790691916,POINT (-122.25453030292492 37.843859790691916)
-122.25436940795359,37.843772699289104,POINT (-122.25436940795359 37.843772699289104)
-122.25541597652276,37.843419330051745,POINT (-122.25541597652276 37.843419330051745)
-122.24239659102014,37.84848317879446,POINT (-122.24239659102014 37.84848317879446)
-122.23986195903554,37.84984247726345,POINT (-122.23986195903554 37.84984247726345)
-122.2287912462735,37.848920923943574,POINT (-122.2287912462735 37.848920923943574)
-122.22854404489502,37.84870156000471,POINT (-122.22854404489502 37.84870156000471)
-122.30155545952456,37.90273779201271,POINT (-122.30155545952456 37.90273779201271)
-122.22952322362922,37.848559020972516,POINT (-122.22952322362922 37.848559020972516)
-122.21703663106486,37.85454237459056,POINT (-122.21703663106486 37.85454237459056)
-122.2323970700931,37.85138047737817,POINT (-122.2323970700931 37.85138047737817)
-122.23232138489955,37.85134972352742,POINT (-122.23232138489955 37.85134972352742)
-122.23276656244597,37.85145365945027,POINT (-122.23276656244597 37.85145365945027)
-122.23262987542392,37.85167012404619,POINT (-122.23262987542392 37.85167012404619)
-122.23240770207097,37.851484286370095,POINT (-122.23240770207097 37.851484286370095)
-122.2226789455519,37.85314960905854,POINT (-122.2226789455519 37.85314960905854)
-122.22240899787947,37.853053310030774,POINT (-122.22240899787947 37.853053310030774)
-122.22123583603434,37.85285793502746,POINT (-122.22123583603434 37.85285793502746)
-122.22099525007036,37.85319299233395,POINT (-122.22099525007036 37.85319299233395)
-122.22072028121683,37.85315599276844,POINT (-122.22072028121683 37.85315599276844)
-122.31275455362278,37.864877695918025,POINT (-122.31275455362278 37.864877695918025)
-122.21961446685891,37.85453772000338,POINT (-122.21961446685891 37.85453772000338)
-122.2202063920633,37.85432547486258,POINT (-122.2202063920633 37.85432547486258)
-122.21887837352868,37.854726370365924,POINT (-122.21887837352868 37.854726370365924)
-122.25757333155859,37.842350340761975,POINT (-122.25757333155859 37.842350340761975)
-122.25825834775767,37.84212330076693,POINT (-122.25825834775767 37.84212330076693)
-122.25818264764898,37.842146481587115,POINT (-122.25818264764898 37.842146481587115)
-122.22850206148948,37.848888663729184,POINT (-122.22850206148948 37.848888663729184)
-122.22814968448611,37.848364634399346,POINT (-122.22814968448611 37.848364634399346)
-122.22803079232888,37.84823840047528,POINT (-122.22803079232888 37.84823840047528)
-122.24365511369493,37.84874605978825,POINT (-122.24365511369493 37.84874605978825)
-122.26439076746306,37.8395295688091,POINT (-122.26439076746306 37.8395295688091)
-122.24721168761288,37.84621209164787,POINT (-122.24721168761288 37.84621209164787)
-122.24655804338737,37.84649910726744,POINT (-122.24655804338737 37.84649910726744)
-122.26178184914961,37.84098789918321,POINT (-122.26178184914961 37.84098789918321)
-122.23984950418598,37.84984397457679,POINT (-122.23984950418598 37.84984397457679)
-122.23983628946802,37.85008985850777,POINT (-122.23983628946802 37.85008985850777)
-122.24023474583427,37.84977903283534,POINT (-122.24023474583427 37.84977903283534)
-122.23995971887842,37.850994097103325,POINT (-122.23995971887842 37.850994097103325)
-122.25573088696048,37.842967753467526,POINT (-122.25573088696048 37.842967753467526)
-122.25176802898861,37.8443938562943,POINT (-122.25176802898861 37.8443938562943)
-122.25108880884436,37.8446668070812,POINT (-122.25108880884436 37.8446668070812)
-122.24898663843916,37.845482632659795,POINT (-122.24898663843916 37.845482632659795)
-122.3165456138444,37.86846041288004,POINT (-122.3165456138444 37.86846041288004)
-122.24605537310555,37.84675115945275,POINT (-122.24605537310555 37.84675115945275)
-122.25436940795359,37.843772699289104,POINT (-122.25436940795359 37.843772699289104)
-122.25261012386183,37.84444447093183,POINT (-122.25261012386183 37.84444447093183)
-122.25180903979319,37.84476011866684,POINT (-122.25180903979319 37.84476011866684)
-122.24740318241449,37.84654053952487,POINT (-122.24740318241449 37.84654053952487)
-122.30325385580292,37.86553133826499,POINT (-122.30325385580292 37.86553133826499)
-122.25112756481651,37.84502863447087,POINT (-122.25112756481651 37.84502863447087)
-122.249125562488,37.84583008068666,POINT (-122.249125562488 37.84583008068666)
-122.25541597652276,37.843419330051745,POINT (-122.25541597652276 37.843419330051745)
-122.25652048580758,37.84319242107779,POINT (-122.25652048580758 37.84319242107779)
-122.25738471393062,37.84305403421681,POINT (-122.25738471393062 37.84305403421681)
-122.25796413230556,37.84297573459245,POINT (-122.25796413230556 37.84297573459245)
-122.25851865958464,37.84281753779315,POINT (-122.25851865958464 37.84281753779315)
-122.26082083193566,37.84193355938962,POINT (-122.26082083193566 37.84193355938962)
-122.25919742822843,37.84254338106769,POINT (-122.25919742822843 37.84254338106769)
-122.31770500312686,37.864888775762495,POINT (-122.31770500312686 37.864888775762495)
-122.31730021808076,37.86320171982132,POINT (-122.31730021808076 37.86320171982132)
-122.31011034203938,37.86529244552303,POINT (-122.31011034203938 37.86529244552303)
-122.2903616331093,37.86833494101926,POINT (-122.2903616331093 37.86833494101926)
-122.28897220594502,37.866683209359145,POINT (-122.28897220594502 37.866683209359145)
-122.30296060230654,37.86451551682503,POINT (-122.30296060230654 37.86451551682503)
-122.31383674150021,37.86600538260637,POINT (-122.31383674150021 37.86600538260637)
-122.31685604915539,37.86599802503702,POINT (-122.31685604915539 37.86599802503702)
-122.31641426797701,37.86567678249489,POINT (-122.31641426797701 37.86567678249489)
-122.3165416750396,37.8660642410868,POINT (-122.3165416750396 37.8660642410868)
-122.31642669805909,37.866088464205426,POINT (-122.31642669805909 37.866088464205426)
-122.31605093929275,37.865724753806674,POINT (-122.31605093929275 37.865724753806674)
-122.31618402118895,37.86613957389397,POINT (-122.31618402118895 37.86613957389397)
-122.28713708687506,37.882536857540195,POINT (-122.28713708687506 37.882536857540195)
-122.25677993942202,37.87551966004845,POINT (-122.25677993942202 37.87551966004845)
-122.30407786485132,37.873189135977874,POINT (-122.30407786485132 37.873189135977874)
-122.28006424902655,37.873333253730266,POINT (-122.28006424902655 37.873333253730266)
-122.30403359119016,37.8665895351645,POINT (-122.30403359119016 37.8665895351645)
-122.31071991893874,37.90093291483533,POINT (-122.31071991893874 37.90093291483533)
-122.31030826642449,37.86545146185012,POINT (-122.31030826642449 37.86545146185012)
-122.29123441186853,37.866381781037134,POINT (-122.29123441186853 37.866381781037134)
-122.30487551913619,37.86851700112194,POINT (-122.30487551913619 37.86851700112194)
-122.3168828565947,37.86166368138606,POINT (-122.3168828565947 37.86166368138606)
-122.31599026795905,37.86125872448749,POINT (-122.31599026795905 37.86125872448749)
-122.3172682516247,37.86308388301043,POINT (-122.3172682516247 37.86308388301043)
-122.30767657829027,37.87734246499702,POINT (-122.30767657829027 37.87734246499702)
-122.3055053257439,37.87106191678823,POINT (-122.3055053257439 37.87106191678823)
-122.31419211508361,37.86367232748444,POINT (-122.31419211508361 37.86367232748444)
-122.31310085159859,37.863890310118386,POINT (-122.31310085159859 37.863890310118386)
-122.31204809649421,37.864195565920326,POINT (-122.31204809649421 37.864195565920326)
-122.3004243051233,37.86606907993034,POINT (-122.3004243051233 37.86606907993034)
-122.29944332377055,37.866267214352874,POINT (-122.29944332377055 37.866267214352874)
-122.29839663143288,37.86646857897852,POINT (-122.29839663143288 37.86646857897852)
-122.28999113354274,37.86655033701989,POINT (-122.28999113354274 37.86655033701989)
